X,GO_Number,CHEBI,Chebicategory,parents,hasRole,decision,importantCategory
251,GO:0008521,transports_or_maintains_localization_of CHEBI:15351 !acetyl-CoA,3.A monosaccharide and derivative;6.D nucleotide;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:35701;CHEBI:26835;CHEBI:33261;CHEBI:26959;CHEBI:51277;CHEBI:37577;CHEBI:33241;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:25710;CHEBI:25703;CHEBI:37734;CHEBI:51143;CHEBI:33595;CHEBI:33655;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:36976;CHEBI:33636;CHEBI:33672;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:35352;CHEBI:38101;CHEBI:35875;CHEBI:26401;CHEBI:26395;CHEBI:78616;CHEBI:63299;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:26400;CHEBI:61293;CHEBI:61296;CHEBI:22256;CHEBI:37123;CHEBI:61078;CHEBI:61079;CHEBI:22251;CHEBI:37240;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:140325;CHEBI:17984;CHEBI:15351,CHEBI:35224;CHEBI:23354;CHEBI:62049;CHEBI:78675,6.D nucleotide;7.C amide,
252,GO:0015124,transports_or_maintains_localization_of CHEBI:17536 !allantoate,2.A organic anion;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:51143;CHEBI:32988;CHEBI:33256;CHEBI:47857;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:29067;CHEBI:35757;CHEBI:17536,CHEBI:77746;CHEBI:75772,2.A organic anion;7.C amide,
253,GO:0015204,transports_or_maintains_localization_of CHEBI:16199 !urea,7.C amide;7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:29347;CHEBI:64708;CHEBI:16199,CHEBI:64577;CHEBI:77746;CHEBI:83056;CHEBI:75772;CHEBI:76971;CHEBI:75771;CHEBI:33287,7.C amide;7.D Other organic,
254,GO:0015231,transports_or_maintains_localization_of CHEBI:15640 !5-formyltetrahydrofolic acid,5.B amino acid derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:83821;CHEBI:24315;CHEBI:83811;CHEBI:83982;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33636;CHEBI:5686;CHEBI:33672;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:38101;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:26373;CHEBI:26375;CHEBI:37445;CHEBI:26907;CHEBI:24099;CHEBI:15640,CHEBI:76971;CHEBI:75771,5.B amino acid derivative,
255,GO:0015243,transports_or_maintains_localization_of CHEBI:27641 !cycloheximide,7.C amide;7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:26151;CHEBI:48589;CHEBI:24531;CHEBI:25558;CHEBI:49318;CHEBI:86478;CHEBI:87114;CHEBI:32988;CHEBI:33257;CHEBI:24782;CHEBI:35356;CHEBI:33304;CHEBI:25806;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:33822;CHEBI:30879;CHEBI:35681;CHEBI:36587;CHEBI:36962;CHEBI:36963;CHEBI:36586;CHEBI:17087;CHEBI:3992;CHEBI:27641,CHEBI:76969;CHEBI:48001;CHEBI:63726,7.C amide;7.D Other organic,
256,GO:0015498,transports_or_maintains_localization_of CHEBI:29101 !sodium(1+);transports_or_maintains_localization_of CHEBI:16454 !pantothenate,"1.C inorganic cation ,2.A organic anion","CHEBI:24431;CHEBI:23367;CHEBI:24870;CHEBI:33259;CHEBI:33238;CHEBI:24867;CHEBI:36916;CHEBI:23906;CHEBI:24835;CHEBI:36914;CHEBI:36915;CHEBI:25213;CHEBI:33504;CHEBI:33579;CHEBI:33674;CHEBI:33296;CHEBI:26712;CHEBI:37246;CHEBI:60242;CHEBI:25414;CHEBI:29101,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:29067;CHEBI:35757;CHEBI:16454",CHEBI:84735,"1.C inorganic cation,2.A organic anion",
257,GO:0015546,transports_or_maintains_localization_of CHEBI:9337 !sulfathiazole,5.G Other oganic amino compounds;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:26835;CHEBI:33261;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:38106;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:38179;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:68452;CHEBI:48901;CHEBI:38418;CHEBI:37577;CHEBI:33241;CHEBI:33424;CHEBI:33552;CHEBI:32988;CHEBI:33256;CHEBI:35358;CHEBI:50047;CHEBI:33860;CHEBI:33597;CHEBI:33598;CHEBI:33836;CHEBI:22712;CHEBI:22562;CHEBI:48975;CHEBI:87228;CHEBI:9337,CHEBI:35441;CHEBI:78298;CHEBI:35703;CHEBI:50502,5.G Other oganic amino compounds;7.C amide,
258,GO:0015607,transports_or_maintains_localization_of CHEBI:37554 !fatty acyl-CoA,3.A monosaccharide and derivative;6.D nucleotide;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:61697;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:35701;CHEBI:26835;CHEBI:33261;CHEBI:26959;CHEBI:51277;CHEBI:37577;CHEBI:33241;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:25710;CHEBI:25703;CHEBI:37734;CHEBI:51143;CHEBI:33595;CHEBI:33655;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:36976;CHEBI:33636;CHEBI:33672;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:35352;CHEBI:38101;CHEBI:35875;CHEBI:26401;CHEBI:26395;CHEBI:78616;CHEBI:63299;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:26400;CHEBI:61293;CHEBI:61296;CHEBI:22256;CHEBI:37123;CHEBI:61078;CHEBI:61079;CHEBI:22251;CHEBI:37240;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:140325;CHEBI:17984;CHEBI:37554,NA,6.D nucleotide;7.C amide,
259,GO:0033220,transports_or_maintains_localization_of CHEBI:32988 !amide,7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:51143;CHEBI:32988,NA,7.C amide,
260,GO:0042896,transports_or_maintains_localization_of CHEBI:17698 !chloramphenicol,7.A polyol;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:24471;CHEBI:36357;CHEBI:37577;CHEBI:37578;CHEBI:36684;CHEBI:23117;CHEBI:36683;CHEBI:33304;CHEBI:25806;CHEBI:33674;CHEBI:33608;CHEBI:24651;CHEBI:33822;CHEBI:26191;CHEBI:23824;CHEBI:33302;CHEBI:51143;CHEBI:35715;CHEBI:25367;CHEBI:72695;CHEBI:35716;CHEBI:36962;CHEBI:36963;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:17698,CHEBI:33281;CHEBI:36047;CHEBI:48001;CHEBI:76971;CHEBI:131604,7.A polyol;7.C amide,
261,GO:0042898,transports_or_maintains_localization_of CHEBI:443725 !fosmidomycin,7.C amide;7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:26069;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:24650;CHEBI:443725,CHEBI:33281;CHEBI:77654;CHEBI:76969,7.C amide;7.D Other organic,
262,GO:1901479,transports_or_maintains_localization_of CHEBI:3015 !benomyl,7.C amide;7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33636;CHEBI:5686;CHEBI:33672;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:22715;CHEBI:36587;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:35701;CHEBI:33308;CHEBI:23003;CHEBI:32988;CHEBI:33655;CHEBI:33659;CHEBI:62733;CHEBI:87036;CHEBI:87061;CHEBI:87064;CHEBI:3015,CHEBI:35443;CHEBI:60832;CHEBI:61951;CHEBI:22153;CHEBI:86328,7.C amide;7.D Other organic,
263,GO:1901604,transports_or_maintains_localization_of CHEBI:16691 !dethiobiotin,4.A monocarboxylic acid;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:25384;CHEBI:33302;CHEBI:51143;CHEBI:32988;CHEBI:33256;CHEBI:47857;CHEBI:33595;CHEBI:5686;CHEBI:33832;CHEBI:24532;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:35352;CHEBI:38101;CHEBI:38304;CHEBI:38261;CHEBI:55370;CHEBI:16691,CHEBI:76971,4.A monocarboxylic acid;7.C amide,
264,GO:1904680,transports_or_maintains_localization_of CHEBI:16670 !peptide,5.C peptide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:50047;CHEBI:16670,NA,5.C peptide,
265,GO:1905131,transports_or_maintains_localization_of CHEBI:131429 !carcinine,5.B amino acid derivative;7.C amide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:83821;CHEBI:83812;CHEBI:22823;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:29347;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:38179;CHEBI:38101;CHEBI:68452;CHEBI:23677;CHEBI:24780;CHEBI:131429,CHEBI:83039;CHEBI:22586,7.C amide,
266,GO:0015244,transports_or_maintains_localization_of CHEBI:46081 !fluconazole,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:33597;CHEBI:33598;CHEBI:33836;CHEBI:22712;CHEBI:33285;CHEBI:24471;CHEBI:37577;CHEBI:37578;CHEBI:36684;CHEBI:24062;CHEBI:37143;CHEBI:35496;CHEBI:38582;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:38179;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:68452;CHEBI:86323;CHEBI:87071;CHEBI:35727;CHEBI:86426;CHEBI:87101;CHEBI:33304;CHEBI:25806;CHEBI:33674;CHEBI:33608;CHEBI:24651;CHEBI:33822;CHEBI:30879;CHEBI:26878;CHEBI:46081,CHEBI:50183;CHEBI:78298;CHEBI:35703,7.D Other organic,
267,GO:0015547,transports_or_maintains_localization_of CHEBI:100147 !nalidixic acid,4.A monocarboxylic acid,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:25384;CHEBI:33595;CHEBI:33636;CHEBI:5686;CHEBI:33672;CHEBI:33832;CHEBI:24532;CHEBI:33635;CHEBI:33671;CHEBI:38166;CHEBI:27171;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:73539;CHEBI:73537;CHEBI:24531;CHEBI:25558;CHEBI:86324;CHEBI:100147,CHEBI:36047;CHEBI:59517;CHEBI:33281,4.A monocarboxylic acid,
268,GO:0042925,transports_or_maintains_localization_of CHEBI:16150 !benzoate,2.A organic anion,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:29067;CHEBI:35757;CHEBI:22718;CHEBI:16150,CHEBI:76967;CHEBI:76924,2.A organic anion,
269,GO:0042926,transports_or_maintains_localization_of CHEBI:1427 !3-(3-hydroxyphenyl)propanoic acid,4.A monocarboxylic acid,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:25384;CHEBI:1427,CHEBI:76967;CHEBI:76971,4.A monocarboxylic acid,
270,GO:0042959,results_in_transport_of CHEBI:134249 ! alkanesulfonate,2.A organic anion,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:33554;CHEBI:134249,NA,2.A organic anion,
271,GO:0015139,transports_or_maintains_localization_of CHEBI:16810 !2-oxoglutarate(2-),2.A organic anion,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:24870;CHEBI:25699;CHEBI:22563;CHEBI:25696;CHEBI:36357;CHEBI:36358;CHEBI:33273;CHEBI:33304;CHEBI:25806;CHEBI:37577;CHEBI:25741;CHEBI:35406;CHEBI:29067;CHEBI:35693;CHEBI:38716;CHEBI:28965;CHEBI:36147;CHEBI:16810,CHEBI:77746;CHEBI:84735;CHEBI:75772;CHEBI:23357,2.A organic anion,
272,GO:0015230,transports_or_maintains_localization_of CHEBI:24040 !flavin adenine dinucleotide,6.D nucleotide,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:33635;CHEBI:33671;CHEBI:36688;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:38166;CHEBI:51958;CHEBI:51959;CHEBI:26979;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:38925;CHEBI:30527;CHEBI:37577;CHEBI:33241;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:25710;CHEBI:25703;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:35701;CHEBI:37734;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:36976;CHEBI:36981;CHEBI:47885;CHEBI:24040,CHEBI:23357,6.D nucleotide,
273,GO:0015232,transports_or_maintains_localization_of CHEBI:30413 !heme,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:38077;CHEBI:33655;CHEBI:33659;CHEBI:33833;CHEBI:26932;CHEBI:47882;CHEBI:36309;CHEBI:33909;CHEBI:33497;CHEBI:33676;CHEBI:33744;CHEBI:24873;CHEBI:37577;CHEBI:33240;CHEBI:33861;CHEBI:33892;CHEBI:26214;CHEBI:25216;CHEBI:30413,CHEBI:25212;CHEBI:26348,7.D Other organic,
274,GO:0015343,CHEBI:26672   ! siderophores,OTHER,CHEBI:50906;CHEBI:51086;CHEBI:52214;CHEBI:38161;CHEBI:38157;CHEBI:24028;CHEBI:24432;CHEBI:52208;CHEBI:38632;CHEBI:24869;CHEBI:24874;CHEBI:52206;CHEBI:23357;CHEBI:26672,NA,OTHER,
275,GO:0015663,transports_or_maintains_localization_of CHEBI:50383 !nicotinamide mononucleotide,3.A monosaccharide and derivative;6.D nucleotide,CHEBI:24431;CHEBI:23367;CHEBI:36357;CHEBI:37577;CHEBI:33241;CHEBI:33579;CHEBI:33675;CHEBI:33302;CHEBI:26082;CHEBI:36360;CHEBI:36359;CHEBI:26079;CHEBI:26020;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:25710;CHEBI:25703;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:35701;CHEBI:37734;CHEBI:51143;CHEBI:25367;CHEBI:33595;CHEBI:33655;CHEBI:72695;CHEBI:33832;CHEBI:33659;CHEBI:5686;CHEBI:24532;CHEBI:33833;CHEBI:61120;CHEBI:25608;CHEBI:36976;CHEBI:78616;CHEBI:63299;CHEBI:63367;CHEBI:26816;CHEBI:33447;CHEBI:35131;CHEBI:63409;CHEBI:84055;CHEBI:25900;CHEBI:26562;CHEBI:26561;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:35352;CHEBI:38101;CHEBI:26421;CHEBI:36980;CHEBI:25527;CHEBI:50383,NA,6.D nucleotide,
276,GO:0031925,transports_or_maintains_localization_of CHEBI:17310 !pyridoxal,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:26421;CHEBI:27306;CHEBI:36587;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:17478;CHEBI:49104;CHEBI:38187;CHEBI:25340;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:33822;CHEBI:33655;CHEBI:33659;CHEBI:74818;CHEBI:24745;CHEBI:38182;CHEBI:38196;CHEBI:17310,CHEBI:23357;CHEBI:77746;CHEBI:75772;CHEBI:76971;CHEBI:75771,7.D Other organic,
277,GO:0031928,transports_or_maintains_localization_of CHEBI:16709 !pyridoxine,7.D Other organic,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:36357;CHEBI:25367;CHEBI:33595;CHEBI:5686;CHEBI:72695;CHEBI:33832;CHEBI:24532;CHEBI:33661;CHEBI:33670;CHEBI:25693;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:38101;CHEBI:26421;CHEBI:33304;CHEBI:25806;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:33822;CHEBI:33655;CHEBI:33659;CHEBI:74818;CHEBI:24745;CHEBI:38182;CHEBI:27306;CHEBI:25340;CHEBI:38196;CHEBI:16709,CHEBI:23357;CHEBI:77746;CHEBI:75772;CHEBI:76971;CHEBI:75771,7.D Other organic,
278,GO:0034634,transports_or_maintains_localization_of CHEBI:16856 !glutathione,5.B amino acid derivative;5.C peptide,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:25806;CHEBI:36963;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:32988;CHEBI:33256;CHEBI:37622;CHEBI:50047;CHEBI:16670;CHEBI:25676;CHEBI:47923;CHEBI:26835;CHEBI:33261;CHEBI:29256;CHEBI:83821;CHEBI:23509;CHEBI:83811;CHEBI:83824;CHEBI:16856,CHEBI:85046;CHEBI:77746;CHEBI:76971;CHEBI:75771;CHEBI:22586;CHEBI:23357,5.B amino acid derivative;5.C peptide,
279,GO:0051185,NA,NA,,NA,NA,
280,GO:0009670,NA,NA,,NA,NA,
281,GO:0000100,transports_or_maintains_localization_of CHEBI:67050 !S-methyl-L-methioninate,5.B amino acid derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:51151;CHEBI:27369;CHEBI:35281;CHEBI:33304;CHEBI:26835;CHEBI:26830;CHEBI:35282;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:83821;CHEBI:83811;CHEBI:36962;CHEBI:33261;CHEBI:25230;CHEBI:84121;CHEBI:25268;CHEBI:67050,NA,5.B amino acid derivative,
282,GO:0015184,transports_or_maintains_localization_of CHEBI:16283 !L-cystine,5.A amino acid;5.B amino acid derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:26835;CHEBI:33261;CHEBI:48343;CHEBI:35489;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:50047;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:33709;CHEBI:33576;CHEBI:26834;CHEBI:83821;CHEBI:23509;CHEBI:17376;CHEBI:83811;CHEBI:83824;CHEBI:33704;CHEBI:15705;CHEBI:83820;CHEBI:83925;CHEBI:83822;CHEBI:16283,CHEBI:64577;CHEBI:77746;CHEBI:75772;CHEBI:75771,5.B amino acid derivative,
283,GO:0015199,transports_or_maintains_localization_of CHEBI:17750 !glycine betaine,5.B amino acid derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:51151;CHEBI:27369;CHEBI:35281;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:26469;CHEBI:35284;CHEBI:83821;CHEBI:22860;CHEBI:83811;CHEBI:24373;CHEBI:17750,CHEBI:78675,5.B amino acid derivative,
284,GO:0015226,transports_or_maintains_localization_of CHEBI:17126 !carnitine,5.B amino acid derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:51151;CHEBI:27369;CHEBI:35281;CHEBI:33285;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:26469;CHEBI:35284;CHEBI:83821;CHEBI:22860;CHEBI:17126,CHEBI:77746;CHEBI:75771,5.B amino acid derivative,
285,GO:0015328,transports_or_maintains_localization_of CHEBI:17376 !cystine,5.A amino acid;5.B amino acid derivative,CHEBI:24431;CHEBI:23367;CHEBI:33579;CHEBI:33675;CHEBI:33582;CHEBI:50860;CHEBI:33285;CHEBI:33304;CHEBI:36962;CHEBI:26835;CHEBI:33261;CHEBI:48343;CHEBI:35489;CHEBI:33302;CHEBI:51143;CHEBI:35352;CHEBI:50047;CHEBI:36357;CHEBI:25367;CHEBI:72695;CHEBI:36587;CHEBI:25806;CHEBI:36963;CHEBI:36586;CHEBI:33674;CHEBI:33608;CHEBI:37577;CHEBI:24651;CHEBI:24833;CHEBI:35605;CHEBI:64709;CHEBI:33575;CHEBI:33709;CHEBI:33576;CHEBI:26834;CHEBI:83821;CHEBI:23509;CHEBI:17376,CHEBI:77746;CHEBI:75771,5.B amino acid derivative,
